"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1689","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Taking Now","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","

                                    Alex Toh
                                
","Completed",10,"1 review","0 completed","
                    I think this course had provided me strong foundation of python programming
language and strong confidence in writing one.

The course material is very organised and easy to follow.  Great Jobs! Awesome
....


                "
"1690","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Taking Now","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
"
"1691","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",8,"1 review","0 completed","
"
"1692","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
"
"1693","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","

                                    鈞凱 莊
                                
","Completed",10,"1 review","0 completed","
                    awesome class !


                "
"1694","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",9,"1 review","0 completed","
                    I signed up for Interactive Programming in Python because of the positive
reviews I had read previous to the start of my session. I finished the class a
couple days ago and all I can say is: ""WOW! Take this class!""

  

At the beginning, the class requires no background knowledge.  You start in
baby steps and by the end of Week 7, you are running marathons, so to speak.
In other words, don't be scared to take the class because you think to
yourself ""Oh, I'm just not good with computers"". Trust me, the instructors and
the structure of the course allow for everyone to get involved. The games that
you create are really fun to both build and play. This conscious decision to
create games as programming assignments is really what allows so many students
to feel engaged. The next time this class is offered, don't miss out. You'll
love it.

  

Difficulty: Beginning-Intermediate

Hours/wk: First 2 weeks: 3hr/wk; Week3-7: 6-9hr/wk

The only thing I would potentially change is introducing objected oriented
programming a week earlier as to allow the class to touch on a few more OOP
idioms.

  


                "
"1695","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",9,"1 review","0 completed","
                    Expected an introduction to python, basic fundamental programming concepts-
received all that and more. They teach with a phenomenal attitude, and awesome
exercises. I look forward to taking more of their classes in the future.


                "
"1696","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
"
"1697","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    I expected to learn enough python to understand the basics of game development
- and this was delivered in a very fun and effective way. I liked that a
different, but fully functional game was produced with each module so you
could see a completed project each week. The step by step instructions on how
to build the solution was often very useful, but I found it was easy to rely
on this; and such a thing would not be available if I was building something
from scratch myself. So perhaps there should be three levels of instruction
with various levels of detail or guidance where students could first try the
limited instruction, but then have access to the others as needed. It was very
useful to grade other students work, so that you were able to see differences
in coding approaches and solutions to the same problem.


                "
"1698","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    I expected to learn about the basics of programming. I love everything about
the course. The spacing of materials and assignments was good. Peer assessment
was effective.  


                "
"1699","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
"
"1700","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    i wanted to start making simple games

this class helped me achieve that

this class is as good as it gets .. the best cs course i have ever taken  


                "
"1701","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    I wanted to try something different and get back to some level of programming
as I used to program in other languages. My epxectations have been met and I
learned techniques that can be used beyond just python.

I like to call format and the continuous quiz/project work which make sure you
keep up the practice and are challenge to learn. The videos were great and
made in good progression toward more complexity.

Not sure what can be improved but having a more advanced class would be great
for people that do want to take it to the next step.


                "
"1702","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    Joe Warren and Scott Rixner   are excellent professors . I felt like  I am
there with them.  They made this class very enjoyable.  Thanks  


                "
"1703","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
"
"1704","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    The course is just amazing. I am a complete novice in programming and I feel I
was able to learn so much from this course and to have a lot of dun in the
process. The content is presented in a well organized form and it is
challenging yet attainable if you spend enough time to understand the material
and to do the assignment 10-15 hours a week. I recommend this course 100%


                "
"1705","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    I wanted to learn get a better understanding of what object oriented
programming is and learn how to create programs in Python.

I liked the lectures on video because I could easily replay the parts that I
had trouble understanding.  I liked having quizes approximately twice per week
with a suggested 'soft' deadline.  This helped keep me on track.  I liked
having the the Practice Exercises which helped me better understand the topics
for that week before working on the mini-projects.  Having templates to start
out with for the mini projects worked great.  I especially liked the
development instructions for each mini-project because it helped me to
understand how starting out writing smaller pieces of the code first, testing
it, then adding to it, and testing that, etc.  The CodeSkulptor tool is
fantastic!!  it definitely helped in the learning process.  It made it easy to
start out programming without worrying about installing and setting up Python
on my computer.  

Improvements:  I am very happy with this class, Introduction to Interactive
Programming in Python.  I don't have any suggestions for improvement.  It has
been a positive experience that I highly recommend to others who want to learn
about Python.  

  

Thank you for providing this online class on courera.org!


                "
"1706","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","

                                    Alistair Thomson
                                
","Completed",10,"1 review","1 completed","
                    An excellent short course on programming in Python with great instructors.
Works on multiple levels as an intro to any and all of programming,
interactive programming and the Python language. Huge class size, but all the
other students I dealt with were very friendly. Programming frameworks for
every assignment were given, so nothing was from scratch, and enough hints and
directions were provided from the course and forums to enable completing the
program each week. Sept-Nov course timing was not so good for a student in the
Southern Hemisphere since the course interposed on final exams and
assignments, but the time requirements were not so demanding as to dis-allow
some time-juggling. Highly recommended.  


                "
"1707","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    I like it a lot, I learned more than I expected and only for an introductory
course its almost perfect  


                "
"1708","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",9,"1 review","1 completed","
                    Some of the videos seem to be from a previous session, and their information
did not address the specific project needs.  


                "
"1709","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",6,"1 review","1 completed","
                    I like all the course material. One of the feedback probably to provide
suggestion for text book for further reading


                "
"1710","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    I learn more than I expected and I do not see anything that needs improvement.
Maybe more time for the bigger projects at the end but then again I dont want
the class to become too long.

Let me mention one thing - none of my mini-projects works without bugs. But
that has a good side: now I can work to improve it and learn to do it better
the first time. And this is much more than what I expected. I had fun.

Thank you!


                "
"1711","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","

                                    Glen Runzer
                                
","Completed",10,"1 review","0 completed","
                    I enjoyed learning interactive programming using codesculptor. The instructors
were excellent Scott and Joe in particular, John is very good but would be
even better if he were more relaxed and engaged. If you are looking for an
introductory course in interactive programming I would strongly suggest this
course.

  

Thanks for a great learning experience


                "
"1712","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
"
"1713","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",8,"1 review","0 completed","
                    A little bit too simplistic. But that just might be what's needed from a MOOC
course.


                "
"1714","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    Truly Awesome. Best Experience.


                "
"1715","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    I was expecting to have a peek at programming because it could potentially be
part of my career in the future.

It is the best organised course I've ever taken on Coursera.

  


                "
"1716","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",9,"1 review","0 completed","
                    Course was well paced and I learned what I needed in order to code the
projects that I want to do.

I liked that the course built up to a specific project and that throughout the
course we made games.  Also, I found the peer-review to be very helpful in
learning how other people solved the same task as I had.

For improvement, I would like if there was a course that followed this one, so
that my learning could continue without interruption.


                "
"1717","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    Thanks for a great course!


                "
"1718","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    I learned so much in 8 weeks. It was challenging at times, but you reach a
point where it becomes easier and that's really satisfying.


                "
"1719","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    I would take part in the following courses for sure. Can't wait to start a new
adventure.


                "
"1720","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","

                                    林 显荣
                                
","Completed",10,"1 review","0 completed","
                    The lecture is very fun and useful. During the lecture i can finish my games
on my own, that makes me very delighted. In the lecture the professors are
very fun and kind.  I enjoy the lecture. Thank you, professors, for bring me
so nice lecture.  : )


                "
"1721","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",8,"1 review","0 completed","
                    What did you expect to learn?

  * Basic Python, but I got a whole lot more  

What did you like and dislike?

Like

  * The style of the course  

  * CodeSkulptor  

What would you improve?

  * Some SQL content  


                "
"1722","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    It was all very well done. I have already recommended it to a bunch of friends
that are interested in learning the basics of python programming.


                "
"1723","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",9,"1 review","0 completed","
                    Frankly I took it for fun, and it was first exposure to Python, and initially
I did not think of doing any of the projects. However, after lessening to the
first two weeks of videos I got excited and motivated and started doing the
quizzes and projects.

Great Job!   Joe w., Scott R., John G., Stephen W., and Rice Univ.    I hope
to see advanced Python topics taught in near future.


                "
"1724","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    I'll begin be reiterating what a fantastic course this was! I think this
course can meet the needs of many levels of student, but I would highly
recommend for beginner students because the quality of instruction in this
course is excellent and not always found in other courses.

I expected to learn some more Python language. The exposure to GUI game
programming was more of a curiosity then necessity for my career needs. I
course was successful in meeting both my objectives.

Things I really appreciated about some of the instructors and feel should not
go unnoted: Joe Warren brought a real personal touch to the course which is
particularly important in a MOOC; his humor and passion for the course was
inspiring!  Scott Rixner has an wonderful ability to convey technical material
in an easily understandable manner; he is the type of instructor you want
teaching all my courses.

Suggestion: adding another 1-2 weeks of application of the ""beyond
CodeSkulptor"" concept. For example, taking a project and modifying/enhancing
it further using one of the eternal GUI python libraries outside of CS tool.
Understandably this can be a self motivated exercise, however it might
facilitate the ""transition"" if Joe and Scott provided a few video insightful
lectures and mini-project as illustration to students.  


                "
"1725","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    I had zero programming experience before this course and just 8 weeks later
I'm confident about my programming skills in Python and have even used these
newly acquired skills a few times outside the class. How awesome is that?
Anybody thinking about learning Python, just do it and do it with the amazing
Rice team!


                "
"1726","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",9,"1 review","0 completed","
                    All of the projects revolve around making retro games.  

You learn the fundamentals and apply them to these projects so you can easily
see how useful it all is.


                "
"1727","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    Grate class, fun and useful. Recommended for people with some programming
background and for newcomers. Teachers are awesome. Everyone is really kind
and willing to help. If in doubt, take it!  


                "
"1728","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    I loved this course and highly recommend it.  If like me, you have no
experience programming expect to put serious time in during the last 4 weeks.
This was the biggest challange I've had for a while, but it's given me a nice
sense of accomplishment to stick with it.  Use the forums, do the practice
exercises, and use the forums some more.  You'll find the help you need.


                "
"1729","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
                    I had no prior knowledge of Python, but have experience with other programming
languages. I really enjoyed the way this subject as taught. Codesculpture tool
is excellent, it provides a wonderful learning environment. The instructors
were excellent, they exhibited a great deal of passion that made this course
really worthwhile  for me.


                "
"1730","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
"
"1731","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
"
"1732","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
"
"1733","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
"
"1734","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
"
"1735","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","1 year, 2 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","0 completed","
"
